web-scraper-order,web-scraper-start-url,title,body
1650413961-1286,https://www.inshorts.com/en/read,Man fired for being angry over unwanted birthday party gets ₹3.4cr in damages in US,"An American man has won $450,000 (₹3.4 crore) in damages after suing his former employers for allegedly firing him for being ""angry"" that his office threw him a surprise birthday party. Kevin Berling, who suffers from an anxiety disorder that gives him panic attacks, had told his bosses he didn't want a surprise birthday party but got one anyway."
1650413961-1019,https://www.inshorts.com/en/read,"Who is Jammu fruit seller's son Umran Malik, the fastest Indian bowler in IPL 2022?","SRH pacer Umran Malik, the fastest Indian bowler in IPL 2022, was born on November 22, 1999 in Jammu and Kashmir. His father is a fruit seller. Umran was SRH's net bowler in IPL 2021 and he replaced T Natarajan in main squad after the latter was ruled out due to COVID-19. He was retained by SRH for ₹4 crore."
1650413961-566,https://www.inshorts.com/en/read,1 killed & 10 injured as Sri Lankan police fire at anti-govt protesters,"At least one person was killed and around 10 people were injured after police fired at anti-government protesters in Sri Lanka's Rambukkana, reports said on Tuesday. As per reports, police said that protesters had attempted to set fire to a fuel bowser. Sri Lanka has seen widespread protests amid the worst economic crisis the country has seen since independence."
1650413961-971,https://www.inshorts.com/en/read,Man with knife arrested after confronting police near UK PM's home,"The UK Police on Monday said that they've arrested a 29-year-old man armed with a knife who confronted two Ministry of Defence police officers near British PM's official residence in London. The incident isn't being treated as terror-related, it added. ""He was arrested on suspicion of attempted murder and...remains in custody at a central London police station,"" it further said."
1650413961-1165,https://www.inshorts.com/en/read,Abhishek said he follows music passion in dad's basement set-up: Dasvi composer,"One of the composers of the movie 'Dasvi', Sachin Sanghvi, said that actor Abhishek Bachchan told him and composer Jigar Saraiya that music has been a major part of his life. ""He shared that Amitabh Bachchan sir has a small set-up in the basement of their residence where he still pursues music as a passion,"" Sachin added."
1650413961-1218,https://www.inshorts.com/en/read,AAP must clarify if it supports UK MP's anti-India views: BJP leader,"BJP leader and ex-Army chief JJ Singh said Aam Aadmi Party (AAP) must clarify if it supports the ""pro-separatist and anti-India"" views of British Labour Party MP Tanmanjeet Singh Dhesi. This comes after Punjab CM Bhagwant Mann and AAP Rajya Sabha MP Raghav Chadha met Dhesi on Friday. Singh added that Mann must disclose what transpired during their meeting."
1650413961-864,https://www.inshorts.com/en/read,"Vishal Bhardwaj praises 'desi food' at Priyanka's NYC restaurant, she reacts","Filmmaker Vishal Bhardwaj took to Twitter to share a picture from Priyanka Chopra's Indian restaurant Sona, located in New York, US. ""What a lovely night with friends and the most delicious desi food with a twist in NY. #SonaNewYork,"" he wrote. Priyanka reacted to Vishal's post and wrote, ""So glad you liked it, sir. You're welcome anytime."""
1650413961-624,https://www.inshorts.com/en/read,Tactically he never had it: Boycott on Root's Test captaincy,"Ex-England cricketer Geoffrey Boycott said Joe Root never had the tactical ability to be England's Test skipper. He added Root didn't have the instinct for changing situations in the match. ""Captaincy is tactical awareness and man management of players,"" he further said. Root led England in 64 Tests, won 27 and lost 26, both a record for an English captain."
1650413961-983,https://www.inshorts.com/en/read,"Minor girl, man found hanging from tree in Punjab's Ferozepur",The bodies of a minor girl and a man were found hanging from a tree in a village in Punjab's Ferozepur on Monday. The bodies were first spotted at around 7.30 am by local residents who then informed the police. A motorcycle that was parked nearby has been impounded and the bodies have been sent for post-mortem.
1650413961-802,https://www.inshorts.com/en/read,"Bride slaps groom twice, storms off stage during jaimala ceremony in UP; video goes viral","A video has gone viral on social media showing a bride slapping the groom twice and walking off the stage during jaimala ceremony in Uttar Pradesh's Hamirpur district. As per reports, the bride did not like the groom. Local police intervened to bring the situation under control, reports added. The two sides later reached an agreement, reports further stated."
1650413961-1283,https://www.inshorts.com/en/read,Shanghai outbreak stalls plans for 3rd aircraft carrier: Report,"A COVID-19 lockdown in Shanghai may affect the launch of China's third aircraft carrier, according to a report. The Chinese navy was widely expected to launch the aircraft carrier around its 73rd anniversary on April 23. ""But the plan faces delay as the rampant pandemic...has delayed the transport of some key components,"" a source quoted by the report said."
1650413961-1060,https://www.inshorts.com/en/read,Sri Lanka Cricket asked to confirm on hosting Asia Cup by July 27: Report,"Sri Lanka Cricket (SLC) board has been reportedly asked by the Asian Cricket Council (ACC) to decide on hosting the Asia Cup tournament by July 27. The tournament is scheduled to be held in Sri Lanka but the ongoing economic and political crisis in the country might take away the hosting rights from the SLC, a source said."
1650413961-693,https://www.inshorts.com/en/read,Millionaire asks military to bomb his mansion after Russian forces occupy it in Ukraine,"A Ukrainian millionaire asked the country's military to bomb his mansion after he saw it had been seized and occupied by Russian forces. Andrey Stavnitser, the CEO of the Ukrainian IT company TransInvestService, said he saw Russian forces move into his property via a security camera. Stavnitser left Ukraine for Poland after Russia invaded."
1650413961-928,https://www.inshorts.com/en/read,Bengaluru Police bust cryptocurrency scam; 4 arrested,"Four people were reportedly arrested by Bengaluru Police in connection with a cryptocurrency ponzi scam on Monday. The accused were running the operation through a mobile app called ShareHash, said Kamal Pant, Commissioner of Police. ""The app promised high returns on investments and collected crores of rupees from gullible people,"" he added."
1650413961-494,https://www.inshorts.com/en/read,Odisha CM Patnaik sanctions ₹120 cr for Kendu leaf pluckers,"Odisha Chief Minister Naveen Patnaik sanctioned ₹120 crore for bonus and other allowances for Kendu leaf pluckers and other seasonal workers. A statement from the Chief Minister's office said, ""It will benefit around 8 lakh Kendu leaf pluckers, binders and other seasonal staff."" The state government also decided to increase the collection price of Kendu leaf for 2022."
1650413961-556,https://www.inshorts.com/en/read,In talks with India to find solution on payments: Russian diplomat,"Consul General of Russia in Mumbai AV Surovtsev said Russia is in talks with the Indian government and Reserve Bank of India to find a solution on the payments front. Due to its invasion of Ukraine, Russia has been cut off from the international payments system SWIFT. ""Complicated situation"" created by the sanctions creates room for Indian exports, Surovtsev added."
1650413961-872,https://www.inshorts.com/en/read,Delhi's law & order is under Centre: Sharad Pawar on Jahangirpuri violence,"NCP chief Sharad Pawar on Monday reacted to the violence in Delhi’s Jahangirpuri during a Hanuman Jayanti procession, saying that Delhi's law and order situation comes under the Central government. Pawar added, ""We never heard of communal violence during Ram Navami. The reason behind this is the BJP and some of their organisation."""
1650413961-1097,https://www.inshorts.com/en/read,"UP makes face masks compulsory in Lucknow, NCR amid COVID-19 surge","In view of the increase in COVID-19 cases in India, the Uttar Pradesh government on Monday made it mandatory for people to wear a face mask in public places in the capital city of Lucknow and six NCR districts. People in Gautam Buddha Nagar, Ghaziabad, Hapur, Meerut, Bulandshahr and Baghpat will also have to compulsorily wear face masks."
1650413961-1210,https://www.inshorts.com/en/read,Nepal considering 2-day holiday for govt offices to reduce fuel consumption,"Nepal is considering declaring a two-day holiday in public offices this month to reduce fuel consumption as its prices surge. The Ukraine war has caused a spike in global oil prices as Russian oil faces sanctions. Amid its foreign exchange crisis, Nepal has urged its citizens living abroad to open dollar accounts in banks in the country and make investments."
1650413961-778,https://www.inshorts.com/en/read,I know we lost but keep your chins up: Shah Rukh Khan after RR defeat KKR,"Shah Rukh Khan motivated his IPL team Kolkata Knight Riders as it lost to Rajasthan Royals on Monday. Taking to Twitter, he wrote, ""Well played boys. Stupendous effort by @ShreyasIyer15 @AaronFinch5 @y_umesh congrats to #SunilNarine for the 150th match...I know we lost but if we've to go down this is the only way to do it! Keep your chins up."""
1650413961-892,https://www.inshorts.com/en/read,"Felt wrong about being in dad's film, told him 'I cannot do this': Vivek Oberoi","Actor Vivek Oberoi said that it felt wrong for him to be a part of the film that his father Suresh Oberoi offered him. ""My father didn't come with a sifaarish ki chitthi. He came to this incredibly difficult industry with his own merit...So, I took this critical decision and told him I cannot do this [the film],"" Vivek said."
1650413961-1292,https://www.inshorts.com/en/read,"Alia Bhatt, Ranbir Kapoor will not go for a honeymoon: Report","Alia Bhatt and Ranbir Kapoor will not be going for a honeymoon following their wedding which was held on Thursday, reported Midday. It stated Alia will resume shooting for Karan Johar's 'Rocky Aur Rani Ki Prem Kahani' while Ranbir will begin the first schedule of Sandeep Reddy Vanga's 'Animal' in Manali. Earlier reports suggested they will honeymoon in South Africa."
1650413961-1239,https://www.inshorts.com/en/read,Evergreen's 'Ever Forward' ship freed over a month after running aground in US,"Evergreen Marine Corporation's giant container ship 'Ever Forward' has been freed more than a month after it ran aground in Chesapeake Bay, US. The ship's navigational status changed to ""under way using engine"" on Sunday from being classified as ""aground"" on March 13. Last year, Evergreen's 'Ever Given' ship got stuck in the Suez Canal, disrupting global shipping for months."
1650413961-859,https://www.inshorts.com/en/read,"Hong Kong disposing over 2,000 tonnes of plastic waste daily amid COVID-19","Amid COVID-19, Hong Kong has been disposing over 2,300 tonnes of plastic waste a day, revealed government data. An entrepreneur while speaking from a quarantine hotel in the city said that all staff members wore PPE kits and items like phones, and remotes are cellophane wrapped. Meanwhile, a government spokesperson said officials were aware of the surge in disposable waste."
1650413961-875,https://www.inshorts.com/en/read,Haryana to grant same scholarship to general and SC players,"Haryana government has decided to grant the same scholarship to general and SC category players. ""To boost players across all categories, we have made scholarship in the general category at par with SC category players except for the ₹18,000 for participation to SC players and ₹1,000 extra for female medallists from the state,"" said Pankaj Nain, Director Sports, Haryana."
1650413961-703,https://www.inshorts.com/en/read,Alia resumes work post-wedding with Ranbir Kapoor; pics surface,"Alia Bhatt has resumed work after tying the knot with actor Ranbir Kapoor. The actress was spotted at the Mumbai airport. Reportedly, Alia will be flying to Jaisalmer to complete the shoot for Dharma Productions' film 'Rocky Aur Rani Ki Prem Kahani'. Pictures have surfaced online, where Alia is seen donning a pink kurta along with a matching dupatta."
1650413961-551,https://www.inshorts.com/en/read,Proud to see Gujarat's success: PM Modi on Vidya Samiksha Kendra,"While stressing on how children will be benefited from Gujarat’s Vidya Samiksha Kendra, PM Modi said, “The use of such a huge technology for our government primary school is a wonder for the world. It gives great pride to see the success and development of Gujarat.” He also said it can bring big changes in the field of education."
1650413961-917,https://www.inshorts.com/en/read,61-year-old man dies while fighting off phone snatchers in Mumbai,"A 61-year-old man died after he fell and hit his head while fighting off robbers, who allegedly snatched his phone and assaulted him, in Mumbai's Malad West. The incident took place when the victim was walking back home after grocery shopping. The man reportedly died after making a call to his wife and informing her about the incident."
1650413961-641,https://www.inshorts.com/en/read,Jahangirpuri violence a criminal conspiracy: Police in report to MHA,"The Delhi Police on Tuesday submitted the preliminary report to Ministry of Home Affairs (MHA) into the Jahangirpuri violence that took place during a Hanuman Jayanti rally on Saturday. Police said the violence was a part of criminal conspiracy. In the report, the police mentioned immediate steps taken by the forces to control the situation."
1650413961-655,https://www.inshorts.com/en/read,Hijab won't be allowed during K'taka II PUC exams: Education Minister,"Karnataka Education Minister BC Nagesh said that hijabs won't be allowed during the II Pre-University Course Examination. ""All students must follow rules on uniform, hijab cladding students won't be allowed,"" he said. The row over hijab began in December 2021, when six female students of Government PU College for Girls in Udupi were not allowed to attend classes wearing headscarves."
1650413961-717,https://www.inshorts.com/en/read,NCP leader demands arrest of Raj Thackeray over loudspeaker row,"Nationalist Congress Party (NCP) leader Shaikh Asif said he has written to Maharashtra Home Minister Dilip Walse demanding the arrest of MNS Chief Raj Thackeray over the ongoing loudspeaker row in the state. Thackeray on Sunday had asked to take down loudspeakers outside the mosques saying, ""Muslims should understand that religion is not above law and country."""
1650413961-539,https://www.inshorts.com/en/read,Sreenivasan discharged from hospital after cardiac arrest treatment,Malayalam actor Sreenivasan was discharged from Apollo Adlux Hospital in Kerala's Angamaly on Tuesday following bypass surgery as treatment for cardiac arrest. The 66-year-old was admitted to the hospital on March 30 after complaining of chest pain. A medical bulletin issued by the hospital stated that Sreenivasan is stable and showed remarkable improvement in his cardiac and general condition.
1650413961-1297,https://www.inshorts.com/en/read,Important for MI to keep dressing room environment in good shape: Ojha,"Following Mumbai Indians' six consecutive defeats in the ongoing IPL 2022, ex-India spinner Pragyan Ojha has said that the franchise should keep the dressing room environment healthy. ""It is important is how you navigate the dressing room atmosphere. I'm saying this because MI have always kept it good,"" he added. Ojha had earlier won two IPL trophies with MI."
1650413961-727,https://www.inshorts.com/en/read,Badshah to make international debut with 'Voodoo' alongside J Balvin,"Rapper Badshah on Tuesday took to Instagram to announce his international debut with Colombian singer J Balvin and Puerto Rican producer Tainy. He shared the album cover and wrote, ""Namaste India Colombia Latino Gang! We coming this Friday 22nd April 2022! #Voodoo."" Balvin commented ""INDIA"" along with heart emojis. Canadian singer Tesher, known for his song 'Jalebi Baby', wrote, ""Yes!!"""
1650413961-1318,https://www.inshorts.com/en/read,Zomato defers new food quality policy after criticism by restaurants: Report,"Zomato has deferred the implementation of its new food quality policy to May 3 from April 18 after criticism by restaurants, reports said. Under the policy called 'Severe Food Quality' rules, Zomato proposed it would temporarily ban restaurants if consumers complained about their food quality. Zomato has deferred the policy and sought feedback from restaurant partners on the new policy."
1650413961-628,https://www.inshorts.com/en/read,Cyberspace threats directly impact India's national security: Doval,"NSA Ajit Doval said cyberspace threats directly impact India's social, economic and national security. A digital revolution is taking place across India, Doval said while speaking at a cybersecurity training workshop's inauguration. Also present at the event, National Cybersecurity Coordinator Lt Gen Rajesh Pant said, ""The [Centre] is taking various steps to build capacities...in cybersecurity."""
1650413961-824,https://www.inshorts.com/en/read,Chhattisgarh CM warns govt doctors against prescribing branded medicines,"Chhattisgarh CM Bhupesh Baghel on Monday warned government doctors against prescribing branded medicines. The warning came while the CM was reviewing the 'Shri Dhanwantari Generic Medical Store Scheme' which ensures availability of generic medicines at affordable rates. According to officials, district collectors and Chief Medical and Health Officers have been asked to ensure strict compliance."
1650413961-1195,https://www.inshorts.com/en/read,BJP is trying to divide society: Kamal Nath on Khargone violence,"Following the clashes that took place in MP’s Khargone, former MP CM and Congress leader Kamal Nath on Sunday said that BJP is trying to ""divide"" the society. ""These riots that took place in Khargone are against the culture of our country. Our culture is to unite the society but BJP is trying to divide it,"" Nath added."
1650413961-1319,https://www.inshorts.com/en/read,Who was 'Mother of Pak' Bilquis Edhi whose death was condoled by PM Modi?,"Bilquis Bano Edhi who recently died aged 74 in Pakistan's Karachi was one of the most active philanthropists in the country. Born in Gujarat, Edhi (also known as 'Mother of Pakistan') started a charity that saved over 16,000 unwanted babies in Pakistan. Her foundation had also adopted the specially-abled Indian girl Geeta who wandered into Pakistan when she was 10."
1650413961-877,https://www.inshorts.com/en/read,"Fearing blackmail over obscene pics, Maha doctor hires people to beat nurse","A doctor and two other accused, who he hired to beat and steal mobile phone of a female nurse, have been arrested by the Ulhasnagar Police. The doctor had doubts about nurse having some obscene pictures of him and thought that she would blackmail him. Police said he gave other accused ₹10,000 to attack the nurse."
1650413961-930,https://www.inshorts.com/en/read,"12-yr-old student run over by bus in Punjab's Sangrur, 3 injured","A 12-year-old government school student was killed in Punjab's Sangrur while three others suffered serious injuries after a Pepsu Road Transport Corporation bus hit them on Monday. ""It seems that the bus was at a high speed when it rammed into the schoolchildren,"" police said. The injured were taken to a civil hospital where they are undergoing treatment."
1650413961-782,https://www.inshorts.com/en/read,"Anuj, Suyash have created positive impact on games: Maxwell","RCB all-rounder Glenn Maxwell has praised teammates Anuj Rawat and Suyash Prabhudessai for their performances in the ongoing IPL season, stating that the youngsters have ""created a positive impact"" on the games despite not scoring too many runs. Rawat, who is RCB's opening batter, has scored 125 runs in six matches while Suyash has scored 40 runs in two games."
1650413961-1002,https://www.inshorts.com/en/read,Hardik has absolutely thrived in captaincy role for GT in IPL: Kirsten,"Praising Hardik Pandya for leading GT in IPL 2022, batting coach Gary Kirsten said Hardik is a class and has absolutely thrived in the new role of a captain. ""He's a fantastic batter...can play in a lot of different ways...he's played with great maturity,"" Kirsten added. GT are currently on top of standings, winning five of six matches so far."
1650413961-669,https://www.inshorts.com/en/read,NEET aspirant in Bhopal kills sister-in-law as her son's cries disturbed his studies,"A 22-year-old man allegedly stabbed his 25-year-old sister-in-law to death, angry that the constant cries of her two-year-old son disturbed him as he prepared for the medical entrance exam NEET in Madhya Pradesh's Bhopal, police said. The accused took a knife from the kitchen and stabbed her brutally and killed her on the spot, police added. The accused was arrested."
1650413961-1197,https://www.inshorts.com/en/read,Pune RTO revenue exceeds pre-pandemic level in 2021,"The revenue of Pune's Regional Transport Office (RTO) exceeded the pre-COVID-19 pandemic level in 2021, according to government data. The revenue, mainly generated through vehicle registrations, reached ₹1,027 crore in 2021, up from ₹1,020 crore seen in 2019. ""With the situation improving and curbs being relaxed, revenue generation has returned to normal,"" said an RTO officer."
1650413961-780,https://www.inshorts.com/en/read,Silly mistakes and not handling pressure well cost us game vs RR: McCullum,"KKR head coach Brendon McCullum said a couple of silly mistakes and not handling pressure as well as they should have, cost them the game against RR. ""We were trying to hold Cummins for the seamers...Mavi's role was to...get through [Yuzvendra Chahal]. Unfortunately, we weren't able to execute [that],"" he added. RR's Chahal picked four wickets in KKR's 17th over."
1650413961-681,https://www.inshorts.com/en/read,'Pol Khol' campaign vehicle vandalised in Mumbai; BJP blames Shiv Sena,"BJP's 'Pol Khol' campaign vehicle, one of the 40 screen-mounted vans, was found vandalised in Mumbai's Chembur on Tuesday morning, the party said. BJP leader Pravin Darekar said that Shiv Sena was behind the attack and asked the police to arrest the ""hooligans"" involved without delay. BJP uses the vehicle to campaign against Shiv Sena ahead of Mumbai civic elections."
1650413961-954,https://www.inshorts.com/en/read,Mariupol is still contested between Russia & Ukraine: US official,"The besieged Ukrainian city of Mariupol is still contested between Russian and Ukrainian forces, a senior US official said. The city remains under threat from Russian missile and artillery strikes, the official added. There are roughly 76 Russian battalion tactical groups in southern and eastern Ukraine, an increase of about 11 in recent days, the official further said."
1650413961-1098,https://www.inshorts.com/en/read,2 killed as BJP MLA's Scorpio rams into motorcycle in UP's Lakhimpur Kheri,"Two men were killed when their motorcycle and a Scorpio car collided head-on in Uttar Pradesh's Lakhimpur Kheri, police said. Police added that the Scorpio car is said to belong to Lakhimpur Kheri Sadar MLA Yogesh Verma. Reports said that the SUV is registered in the name of MLA's wife Neelam Verma. Police took the Scorpio driver into its custody."
1650413961-884,https://www.inshorts.com/en/read,Ashwin's running celebration after dismissing Russell for golden duck goes viral,"Rajasthan Royals (RR) all-rounder Ravichandran Ashwin's running celebration after dismissing Andre Russell for a golden duck with a carrom ball has gone viral. After Russell got clean bowled, Ashwin was seen running with both his hands pointing towards him. Ashwin registered figures of 4-0-38-1 in the match, which RR won by seven runs."
1650413961-644,https://www.inshorts.com/en/read,Drew references from my mom for 'Jersey' role: Mrunal Thakur,"Actress Mrunal Thakur has revealed that she plays a mother in Shahid Kapoor-starrer upcoming film 'Jersey', adding that it is something she hasn't really experienced in real life. ""So I drew references from my mother for the part,"" the actress said. Mrunal further said that she has waited for the film to hit the big screen for a long time."
1650413961-990,https://www.inshorts.com/en/read,"Lt Gen Manoj Pande appointed Indian Army chief, 1st engineer to hold the post","Lieutenant General Manoj Pande has been appointed as the new Indian Army chief. He's the first Corps of Engineers officer to hold the post. Pande, who was appointed Vice Chief of the Army Staff in February 2022, will succeed General MM Naravane as Army chief. A decision on the appointment of the Chief of Defence Staff is reportedly still pending."
1650413961-988,https://www.inshorts.com/en/read,Rise in private debt due to COVID-19 may affect growth over 3 yrs: IMF,"A chapter of the International Monetary Fund's (IMF) World Economic Outlook said debt accumulated by the private sector during the COVID-19 pandemic could lower growth for emerging markets by 1.3% over three years. For developed nations, growth is expected to be reduced by 0.9%. IMF had earlier forecasted advanced and emerging markets to grow at 3.9% and 4.8% in 2022."
1650413961-795,https://www.inshorts.com/en/read,Siblings aged 3 & 6 drown in canal in Pune; bodies recovered,"The bodies of two siblings, aged three and six, were recovered on Monday night after they drowned in a canal in Pune's Sortapwadi. Police believe that the children were riding a bicycle near the canal and had fallen in after losing control. The children's family had found the bicycle and footwear at the banks of the canal during a search."
1650413961-955,https://www.inshorts.com/en/read,South Korea removes most COVID-19 restrictions as virus cases drop,"South Korea has lifted most of its COVID-19 restrictions as new coronavirus cases dropped to 47,743 on Monday, the country's lowest daily tally in over two months. A midnight curfew on restaurants and other businesses has been removed, along with a limit of 10 people allowed to gather. People are, however, still required to wear masks outdoors."
1650413961-568,https://www.inshorts.com/en/read,I've become more expressive after 'Bigg Boss 15': Karan Kundrra,"Karan Kundrra, speaking about life after 'Bigg Boss 15', has said that he has become more expressive. Karan added, ""A lot has changed...I am not scared of talking because...I have an image."" ""Everybody thought that I am this arrogant, strict, angry person, like Roadies...Then people realise that he is not,"" he stated. Karan was the second runner-up in the show."
1650413961-816,https://www.inshorts.com/en/read,"Deleted, was creating chaos: MP BJP chief's wife on Hindu-Muslim unity tweet","Madhya Pradesh BJP chief VD Sharma's wife Stuti Mishra said that she has deleted her tweet on 'Hindu-Muslim unity' because it was creating ""unnecessary chaos"". ""It's difficult to share thoughts on a topic of religious fight. Was not [aimed] to hurt anyone's opinion. Let karma do the rest,"" she said. She had earlier tweeted about a ""caring"" Muslim shopkeeper."
1650413961-1305,https://www.inshorts.com/en/read,₹10.5 cr wastewater treatment facility inaugurated at Byculla Zoo,"A wastewater treatment facility was inaugurated at Mumbai's Byculla Zoo by Maharashtra Environment Minister Aaditya Thackeray on Saturday. The ₹10.5 crore facility, constructed by BMC, has the capacity to treat 5 lakh litres of water. It will be used by the zoo to reuse its wastewater for watering its garden and also for cleaning and drinking purposes."
1650413961-1111,https://www.inshorts.com/en/read,Shakti Kapoor shares pic with Ranjeet and Asrani among others,"Veteran actor Shakti Kapoor on Monday took to Instagram to share a picture with veteran actors Ranjeet, Dilip Joshi, Rakesh Bedi, Puneet Issar and Asrani. He captioned the picture, ""Last eve was nice meeting old friends."" A social media user commented on Shakti's post, ""Peripona to all our legends,"" while another one wrote, ""Fantastic frame of friendship."""
1650413961-1204,https://www.inshorts.com/en/read,David Miller smashes 94*(51) as GT hand CSK their 5th defeat in IPL 2022,"GT batter David Miller smashed an unbeaten 94 off 51 deliveries as his team chased down the 170-run target in 19.5 overs against CSK. GT have now won five matches in IPL 2022, while CSK have now lost five out of their first six matches. CSK fast bowler Chris Jordan conceded 58 runs in 3.5 overs."
1650413961-540,https://www.inshorts.com/en/read,"Ajay Devgn & Tabu-starrer 'Bholaa' to release on March 30, 2023","Taking to Twitter, Ajay Devgn has announced that his upcoming film 'Bholaa' will release on March 30, 2023. The action-drama film is an official Hindi remake of the 2019 Tamil film 'Kaithi'. The film will also feature Tabu and will be directed by Dharmendra Sharma. Ajay Devgn Ffilms, T-Series Films, Reliance Entertainment and Dream Warrior Pictures will produce 'Bholaa'."
1650413961-1306,https://www.inshorts.com/en/read,2 men held for opening fire at Pataudi civic panel chief's house,"Two men were arrested on Saturday for allegedly opening fire on the house of Pataudi Municipal Committee Chairman Chander Bhan Sehgal. The police said that they had recovered an illegal pistol, two magazines and three cartridges from their possession. Notably, Sehgal had earlier claimed that he was threatened by a gangster, who sought a share in his liquor business."
1650413961-754,https://www.inshorts.com/en/read,"India world's largest producer of milk; turnover more than wheat, rice output: PM","Prime Minister Narendra Modi on Tuesday said India produces milk worth ₹8.5 lakh crore annually, more than the turnover of wheat and rice. ""Today, India is the world's largest producer of milk...Small farmers are the biggest beneficiaries of the dairy sector,"" the PM added. PM Modi was inaugurating a new dairy complex at Banas Dairy in Gujarat's Banaskantha district."
1650413961-1273,https://www.inshorts.com/en/read,"Ukraine-returned students protest in Delhi, seek admission in India","Students who returned from Ukraine, along with their parents staged a protest at Delhi's Jantar Mantar demanding admission to Indian institutions. ""The government should save our children's careers the way they saved their lives and brought them back from Ukraine,"" said one of the parents. Over 20,000 Indian students returned to India after the Russian invasion of Ukraine."
1650413961-1190,https://www.inshorts.com/en/read,My 2nd wife wanted me to quit DJing & be an actor: Lock Upp's Ali on divorce,"On Sunday's episode of the reality show, 'Lock Upp', contestant Ali Mercchant revealed that he got married for the second time, in 2016 and got divorced in December 2021. Ali said his second wife did not want him to be a DJ. ""She wanted me to quit DJing and be an actor...Our life philosophies did not match,"" he added."
1650413961-1208,https://www.inshorts.com/en/read,"Mahindra praises Mumbai's new bus stops with exercise bars, 'cool' green tops","Mahindra Group's Chairman Anand Mahindra on Saturday took to Twitter to share a video about 105 Mumbai bus stops that are set to be revamped. The new bus stops will be cleaner, safer, sleeker, and feature plant-covered roofs and exercise bars. ""Terrific to also see innovative features like the exercise bar & the 'cool' green tops,"" Mahindra tweeted."
1650413961-631,https://www.inshorts.com/en/read,Villagers stage protest against toll plaza in Gurugram,"Residents of villages along the Sohna road on Monday protested at the Ghamroj toll plaza in Gurugram, demanding an exemption from paying the toll tax. The protesters also threatened to raze toll plaza if the toll is not made free for locals by Wednesday. A resident said, ""(Nitin) Gadkari...said that nearby residents will get free passes but we're being charged."""
1650413961-856,https://www.inshorts.com/en/read,Girl whose pic with contact details on her back went viral escapes Ukraine war,A girl whose picture with contact details written on her back went viral has escaped Ukraine war along with her mother. The girl's mother Makoviy wrote the details on her back in case they were separated in the war. Makoviy confirmed that she and Vira escaped Ukraine and have been living in a French village with her mother.
1650413961-827,https://www.inshorts.com/en/read,28-yr-old man missing since communal clashes in MP's Khargone found dead,"A 28-year-old man, who went missing following communal clashes in Madhya Pradesh's Khargone on April 10, has been found dead. The man succumbed to his injuries on April 12, but they hadn't been able to identify him for six days, police said. Police have denied the allegations of the man's family, who claimed that he was killed in police custody."
1650413961-647,https://www.inshorts.com/en/read,"From the first draft, I knew I wanted Taapsee to do my film: Sudhir Mishra","Discussing his upcoming short film in an untitled anthology produced by filmmaker Anubhav Sinha and Bhushan Kumar, director Sudhir Mishra said, ""From the first draft, I knew I wanted Taapsee Pannu to do the film."" Taapsee stated that she had a ""ball of a time"", creating memories of a ""lifetime"". The anthology is based on stories around the COVID-19 pandemic."
1650413961-1048,https://www.inshorts.com/en/read,Have written a very strong story: Director Koratala Siva on 'NTR30',"Filmmaker Koratala Siva, speaking about his upcoming film with Jr NTR, has said, ""Pre-production work currently going on...we're aiming to commence the shoot in June."" ""Have written a very strong story...which can reach a large set of audience"" he added. The film is tentatively named 'NTR30'. Reportedly, Alia Bhatt was offered the female lead, however, she declined."
1650413961-542,https://www.inshorts.com/en/read,Japan's health ministry approves Novavax's COVID-19 vaccine,Japan's health ministry on Tuesday approved Novavax's COVID-19 vaccine as the fourth foreign-developed vaccine for use in the country. The ministry's experts panel endorsed the protein-based vaccine a day earlier. The Japanese government has agreed to purchase 150 million doses of Novavax's COVID-19 vaccine which is expected to be available for use by late May.
1650413961-1161,https://www.inshorts.com/en/read,"Infosys shares fall 9% in intra-day trade post Q4 results, its biggest fall in 2 yrs","Infosys' shares dropped 9% to ₹1592.05 on the BSE in Monday's intra-day trade owing to its weak Q4 results, making this its biggest fall in the market in two years. The plunge wiped out ₹47,907.7 crore from its market valuation. Earlier on March 23, 2020, Infosys plunged 12% in the intra-day trade on the BSE."
1650413961-958,https://www.inshorts.com/en/read,Post-Nadal stage will be difficult for Spanish tennis: Ferrer,"Ex-world number three David Ferrer said it'll be a ""difficult stage"" for Spanish tennis after 35-year-old Rafael Nadal's retirement from the sport, adding the 21-time Grand Slam champion's shadow covers a lot. ""There'll be no other player like him [Nadal]. But we're lucky. We've Carlos Alcaraz who is going to be a benchmark for Spanish tennis,"" he added."
1650413961-853,https://www.inshorts.com/en/read,"Body of New York woman found in duffel bag, was stabbed 60 times","Police are looking for the person who stabbed a New York City woman to death and dumped her body in a duffel bag. Orsolya Gaal was killed in the basement of her home by an unidentified attacker, who then dragged her body and left it on a street corner on Saturday. The 51-year-old woman was reportedly stabbed nearly 60 times."
1650413961-753,https://www.inshorts.com/en/read,Tripura govt orders mass execution of pigs amid African Swine Fever outbreak,"After Mizoram, Tripura government has now detected cases of African Swine Fever (ASF) at an Animal Resources Development Department-run breeding farm in the state. Over 60 pigs reportedly died due to unknown reasons, raising an alarm about the virus. Following the detection of cases, Tripura has ordered a mass execution of pigs in different phases."
